title,description,pubDate,guid/_isPermaLink,guid/__text,link,creator,enclosure/_url,enclosure/_length,enclosure/_type,point
Four-story building proposed to replace old Pizza Hut on Babcock,"The Pizza Hut lot off Babcock Street in Bozeman, chained off and vacant for years, may be getting new life — in the form of a four-story building combining ground-floor storefronts and upstairs housing.","Fri, 26 Aug 2016 05:10:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/defbc9fc-26f3-534c-a999-c45abc439c1d,https://www.bozemandailychronicle.com/news/economy/four-story-building-proposed-to-replace-old-pizza-hut-on/article_defbc9fc-26f3-534c-a999-c45abc439c1d.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/b/74/b7438a15-81d6-59b8-875b-f425fce2cdfd/57bf7ad741c30.image.jpg?resize=300%2C203,208036,image/jpeg,
More student housing proposed south of MSU campus,"An Alabama-based company has proposed building student housing south of Kagy Boulevard near the Montana State campus, providing possible relief to a Bozeman housing market crowded in part by the university’s booming enrollment.","Thu, 25 Aug 2016 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/2181ccbe-ed7f-5f7d-b2d8-afdafab2c7d9,https://www.bozemandailychronicle.com/news/city/more-student-housing-proposed-south-of-msu-campus/article_2181ccbe-ed7f-5f7d-b2d8-afdafab2c7d9.html,By Eric Dietrich Chronicle Staff Writer By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/0/6e/06ee93a0-6763-5f9a-9df8-209f7c43362f/57be26830be08.image.png?resize=300%2C221,330645,image/png,
An MSU move-in-week guide to Bozeman's current street closures,"Student move-in day at Montana State is Wednesday — which means it’s time for Bozeman’s annual end-of-summer traffic crunch. With a full campus looming for local drivers, here’s a rundown of local road projects worth avoiding:","Mon, 22 Aug 2016 14:46:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/0bfac502-5677-5764-825b-cf5edc3d71e2,https://www.bozemandailychronicle.com/news/city/an-msu-move-in-week-guide-to-bozeman-s-current/article_0bfac502-5677-5764-825b-cf5edc3d71e2.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/9/f2/9f2511ea-fc61-5815-bbdf-97e8404edd71/5786c6335fa07.image.jpg?resize=300%2C200,371394,image/jpeg,
A Bozemanite's guide to the vacation rental debate,"With August bringing Bozeman into the dog days of tourism season, there's been plenty said — and remains plenty to say — about vacation rentals.","Sun, 14 Aug 2016 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/f3d32b7c-7a19-5065-84c6-595f638904e4,https://www.bozemandailychronicle.com/news/city/a-bozemanite-s-guide-to-the-vacation-rental-debate/article_f3d32b7c-7a19-5065-84c6-595f638904e4.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/8/df/8dfeb8d0-66e3-5f6f-b967-9a7115ad1241/57aea7ed89d4c.image.jpg?resize=300%2C389,155459,image/jpeg,
"$68.3M L&J bond endorsed by Bozeman city leaders, heading to voters","With a unanimous vote by Bozeman city commissioners Thursday morning, a $68.3 million bond issue for a new law and justice center cleared its last hurdle and will go before voters in November.","Thu, 11 Aug 2016 18:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/c735e122-b4eb-5af9-b097-73bb553afc49,https://www.bozemandailychronicle.com/news/city/m-l-j-bond-endorsed-by-bozeman-city-leaders-heading/article_c735e122-b4eb-5af9-b097-73bb553afc49.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/4/b8/4b8087a5-8458-58ad-8ee8-105c8fbe1aaf/57ace4fd027ee.image.jpg?resize=300%2C208,151421,image/jpeg,
Leverich Mystery: Digging into the history of a one-time mining claim,"South of Bozeman, up a rutted trail access road, perched on a ridge reaching into the Gallatin National Forest, is a mining cabin — or, rather, the remnants of one.","Thu, 11 Aug 2016 00:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/40bf67d7-f006-55e7-98a0-f668e80ca973,https://www.bozemandailychronicle.com/outdoors/leverich-mystery-digging-into-the-history-of-a-one-time/article_40bf67d7-f006-55e7-98a0-f668e80ca973.html,Story and photos by Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/1/de/1de382ee-80eb-5f5b-9c9d-7e310b43c85e/57abb79189a7a.image.jpg?resize=300%2C200,576600,image/jpeg,
Bozeman Pond dog park christened via online poll,It’s official: “Lewis & Bark Park” has won in the court of public opinion and earned a place as the moniker for Bozeman’s new dog park.,"Wed, 10 Aug 2016 10:26:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/9a144589-b079-50f0-991e-3c20fed09e05,https://www.bozemandailychronicle.com/news/city/bozeman-pond-dog-park-christened-via-online-poll/article_9a144589-b079-50f0-991e-3c20fed09e05.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/c/df/cdf9787a-bc8f-5f43-9cf3-d8d26bd31fe5/57ab569514087.image.jpg?crop=1489%2C1100%2C64%2C31&resize=300%2C222&order=crop%2Cresize,99441,image/jpeg,
Commission approves temporary ban of vacation rental permits,Bozeman commissioners voted Monday evening for a six-month halt to issuing permits for vacation rentals in some of the city’s neighborhoods.,"Mon, 08 Aug 2016 22:09:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/39e5fccc-9a11-570d-a776-566c9a36338d,https://www.bozemandailychronicle.com/news/city/commission-approves-temporary-ban-of-vacation-rental-permits/article_39e5fccc-9a11-570d-a776-566c9a36338d.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/7/69/7691148a-a808-5d26-bf3d-baaaa33ee343/578ea566dfef3.image.jpg?resize=300%2C200,342256,image/jpeg,
Bozeman to consider interim ban on new vacation rentals,Bozeman’s city commission will decide Monday whether to declare a halt on issuing new permits technically required to operate short-term rentals in some residential neighborhoods.,"Sun, 07 Aug 2016 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/c49987cd-228e-575f-997d-d7d9e089030c,https://www.bozemandailychronicle.com/news/city/bozeman-to-consider-interim-ban-on-new-vacation-rentals/article_c49987cd-228e-575f-997d-d7d9e089030c.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/7/69/7691148a-a808-5d26-bf3d-baaaa33ee343/578ea566dfef3.image.jpg?resize=300%2C200,342256,image/jpeg,
"New MSU dorm, Yellowstone, aims to encourage student exploration","With nearly two years of construction wrapped up, Montana State’s sleek new $35 million dorm, Yellowstone Hall, is ready and waiting to welcome 400 incoming students to campus life.","Sun, 07 Aug 2016 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/81f95b15-02d7-528f-8c3d-537fb8ea9320,https://www.bozemandailychronicle.com/special_sections/msu-survival-guide/new-msu-dorm-yellowstone-aims-to-encourage-student-exploration/article_81f95b15-02d7-528f-8c3d-537fb8ea9320.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/e/5c/e5c3ff68-0ea4-5563-a985-485cec8a0f46/57a55fadd13a0.image.jpg?resize=300%2C190,317941,image/jpeg,
Admission to Sweet Pea costs more this year,"Sweet Pea ticket prices are up this year — but the event is still a fantastic deal, organizers say.","Fri, 05 Aug 2016 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/461b7b73-2739-5b78-9cfc-dff8ffac100d,https://www.bozemandailychronicle.com/news/admission-to-sweet-pea-costs-more-this-year/article_461b7b73-2739-5b78-9cfc-dff8ffac100d.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/d/b8/db83a769-d724-5746-b99b-8c26a8334dcd/57a3eeb9c6f0b.image.jpg?resize=300%2C200,232226,image/jpeg,
"In downtown Bozeman, a developer transforms the skyline with taller, ritzier projects","If it’s true that Bozeman needs to embrace density, building up to add housing for its swelling population while avoiding the pitfalls of sprawl, then what happens at the southeast corner of Olive Street and Black Avenue will prove a…","Fri, 05 Aug 2016 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/62bbfb5d-5e3c-5e23-bd61-a18d596cd707,https://www.bozemandailychronicle.com/news/city/in-downtown-bozeman-a-developer-transforms-the-skyline-with-taller/article_62bbfb5d-5e3c-5e23-bd61-a18d596cd707.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/9/69/9695e1a1-b8fd-5d2b-8ef5-f80b32f235f4/57a3c87253b1a.image.jpg?resize=300%2C200,429534,image/jpeg,
YMCA breaks ground on new community center,"The Gallatin Valley YMCA, pushing forward with a new community center to house its programs, finally got to hold a groundbreaking Wednesday.","Thu, 04 Aug 2016 00:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/9a672004-9e3e-5226-bb5c-ae4325241c60,https://www.bozemandailychronicle.com/news/ymca-breaks-ground-on-new-community-center/article_9a672004-9e3e-5226-bb5c-ae4325241c60.html,Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/e/a5/ea5ef2fb-4ff4-58f9-aa43-ac42b683fda3/57a27df199972.image.jpg?resize=300%2C212,435832,image/jpeg,
"County, cities kick off planning coordination effort","Representatives from the often-siloed local government agencies responsible for land management in the Bozeman area held the inaugural meeting of a new coordination committee Tuesday, a milestone that represents a major step forward for planning efforts aimed at helping the…","Wed, 03 Aug 2016 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/87a27ee4-df72-532b-9587-9b2def419e5c,https://www.bozemandailychronicle.com/news/city/county-cities-kick-off-planning-coordination-effort/article_87a27ee4-df72-532b-9587-9b2def419e5c.html,By Eric Dietrich Chronicle Staff Writer,,,,
Growth means more liquor licenses for Bozeman,"It’s more people, more booze for the Gallatin Valley — with state liquor regulators saying Tuesday they’ll make more alcohol-serving licenses available in Bozeman and other Montana cities because of population growth.","Wed, 03 Aug 2016 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/13b7a347-9b97-58d7-9654-bd6c30631e41,https://www.bozemandailychronicle.com/news/city/growth-means-more-liquor-licenses-for-bozeman/article_13b7a347-9b97-58d7-9654-bd6c30631e41.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/a/be/abebe053-9e1b-576c-8e5c-a94c465feecb/57a217dec8ded.image.jpg?resize=300%2C200,290575,image/jpeg,
Commission hands food truck issue back to business community,"Discussing potential regulations for mobile vendors like food trucks Monday night, Bozeman commissioners asked the city’s business community to take another swing at tackling the issue.","Mon, 01 Aug 2016 21:45:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/7f31780d-b4cc-5fac-affc-39457a28e73d,https://www.bozemandailychronicle.com/news/city/commission-hands-food-truck-issue-back-to-business-community/article_7f31780d-b4cc-5fac-affc-39457a28e73d.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/3/2f/32fffa19-5efe-5a1e-8711-e849a974530c/579fc7dbd7567.image.jpg?resize=300%2C200,456745,image/jpeg,
"Health board grapples with requiring city sewer hookups, annexation",Bozeman’s city-county board of health found itself divided over an unexpectedly sticky decision Thursday morning — ruling on whether to approve individual septic permits for a pair of existing county homeowners or force them to pay thousands to join the…,"Fri, 29 Jul 2016 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/f0ee2b3a-9dcf-58b5-b85b-a9d66cd25cd1,https://www.bozemandailychronicle.com/news/health/health-board-grapples-with-requiring-city-sewer-hookups-annexation/article_f0ee2b3a-9dcf-58b5-b85b-a9d66cd25cd1.html,By Eric Dietrich Chronicle Staff Writer,,,,
Growth outpacing city's ability to handle clogged intersections,"Even with property owners paying more to help Bozeman’s street grid keep up with growth, the rate of development is outpacing the city’s ability to upgrade increasingly clogged intersections, its head engineer said this week.","Wed, 27 Jul 2016 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/7ca6d0f3-a85f-57b4-9e4a-d556377c5190,https://www.bozemandailychronicle.com/news/city/growth-outpacing-city-s-ability-to-handle-clogged-intersections/article_7ca6d0f3-a85f-57b4-9e4a-d556377c5190.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/e/22/e227136c-5b96-5db2-92e4-33a067b171a9/5797ea9bb0a21.image.jpg?resize=300%2C205,262061,image/jpeg,
Why affordable housing is hard,"In a nutshell: Because construction is expensive, and lower-income Americans generally can't afford rents high enough to make new development projects pencil out.","Tue, 26 Jul 2016 16:44:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/041972e0-a741-5a9e-92a0-d7edbe5f7041,https://www.bozemandailychronicle.com/blogs/city/why-affordable-housing-is-hard/article_041972e0-a741-5a9e-92a0-d7edbe5f7041.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/b/c6/bc65ef66-6bd1-5511-b4bf-28f893d3a028/588942718bff8.image.jpg?resize=300%2C200,400674,image/jpeg,
Commission extends affordable housing deadlines,"Bozeman commissioners voted Monday to delay deadlines for producing price-targeted homes under a voluntary phase of the city’s affordable housing program, granting builders and developers a reprieve as they strive to meet city-imposed goals for producing modestly priced homes.","Tue, 26 Jul 2016 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/5c981e3e-270e-57d5-998f-e74a5f048161,https://www.bozemandailychronicle.com/news/city/commission-extends-affordable-housing-deadlines/article_5c981e3e-270e-57d5-998f-e74a5f048161.html,By Eric Dietrich Chronicle Staff Writer,,,,
Residents can vote for name of new Bozeman dog park,“Bone-Zone.” “K-9 Playground.” “Lewis & Bark.” “Wag ’n Train.”,"Sun, 24 Jul 2016 00:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/c208aa7e-abed-5fab-9e4f-acfd8fe0c87e,https://www.bozemandailychronicle.com/news/city/residents-can-vote-for-name-of-new-bozeman-dog-park/article_c208aa7e-abed-5fab-9e4f-acfd8fe0c87e.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/a/20/a20a0c36-2065-53b2-9d8f-25d0c32901fa/57913e8976d00.image.jpg?resize=300%2C200,671277,image/jpeg,
Developer floats proposal for six-story downtown apartment building,"Developer Andy Holloran of HomeBase Montana, the firm behind a slew of major projects in downtown Bozeman, is now proposing a potential six-story apartment building south of Main Street.","Sun, 24 Jul 2016 00:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/b07efb84-f572-5d34-b5cb-3409fb26ef10,https://www.bozemandailychronicle.com/news/city/developer-floats-proposal-for-six-story-downtown-apartment-building/article_b07efb84-f572-5d34-b5cb-3409fb26ef10.html,By Eric Dietrich Chronicle Staff Writer,,,,
"In Bozeman, still a little bit country","Among those persuaded that Bozeman has had the country entirely wrung out of it? Convinced the city's Montana grit has been flushed away by waves of newcomers, college kids and tourists?","Sat, 23 Jul 2016 00:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/90fa6488-bc85-531b-8db3-c02ae419a076,https://www.bozemandailychronicle.com/news/dailyfeatures/in-bozeman-still-a-little-bit-country/article_90fa6488-bc85-531b-8db3-c02ae419a076.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/f/3d/f3d1f855-a31f-5710-b54c-b88bebc22829/579293402de2f.image.jpg?resize=300%2C200,271545,image/jpeg,
Any guesses what year we ran this headline?,"As a youngish reporter on the city beat, it's always a bit discouraging to look through the Chronicle's back archives — since you inevitably realize half the stories you write have been done, more or less, by somebody else back…","Thu, 21 Jul 2016 15:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/eadac306-b58b-5f0a-97bc-257493aa15b6,https://www.bozemandailychronicle.com/blogs/city/any-guesses-what-year-we-ran-this-headline/article_eadac306-b58b-5f0a-97bc-257493aa15b6.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/0/bc/0bcaeae1-6026-5ba4-963a-3046cad7d753/57913dc4746c5.image.png?resize=300%2C158,2355738,image/png,
"Hastings closing stores, liquidating amid bankruptcy","Bozeman’s Hastings store will close by Halloween after the national chain, which is going through bankruptcy proceedings, was bought Wednesday by liquidators.","Thu, 21 Jul 2016 11:42:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/4823484e-38fd-5339-8cca-6f0efa6dc967,https://www.bozemandailychronicle.com/news/economy/hastings-closing-stores-liquidating-amid-bankruptcy/article_4823484e-38fd-5339-8cca-6f0efa6dc967.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/b/58/b583ab2e-4eb6-5d52-8903-3cbf112caa94/579151f7aae9d.image.jpg?resize=300%2C179,224953,image/jpeg,
"Bozeman’s growth rate tops 4 percent, population likely past 45,000","Bozeman added 1,760 people to its population between 2014 and 2015, bringing the city to 43,400 residents, according to U.S. Census Bureau estimates.","Thu, 21 Jul 2016 00:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/4388bda0-d225-57f7-a221-0e1d9db6db64,https://www.bozemandailychronicle.com/news/city/bozeman-s-growth-rate-tops-percent-population-likely-past/article_4388bda0-d225-57f7-a221-0e1d9db6db64.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/7/c0/7c0e5422-da18-5b4b-819b-14e01135ea5e/578fdd02c93a4.image.jpg?resize=300%2C188,431480,image/jpeg,
Bozeman commissioners weigh in on vacation rentals,"City commissioners, continuing an ongoing discussion about short-term vacation rentals in Bozeman’s neighborhoods, said Monday night they want to call a temporary halt on issuing permits that allow the operations in some residential zoning districts.","Tue, 19 Jul 2016 18:30:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/05789829-ec05-5842-b9e0-bfa03ae3d4ec,https://www.bozemandailychronicle.com/news/city/bozeman-commissioners-weigh-in-on-vacation-rentals/article_05789829-ec05-5842-b9e0-bfa03ae3d4ec.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/7/69/7691148a-a808-5d26-bf3d-baaaa33ee343/578ea566dfef3.image.jpg?resize=300%2C200,342256,image/jpeg,
"More data needed on downtown parking, consultant says",Is Bozeman’s downtown parking situation approaching crisis as the city’s core commercial district builds up?,"Mon, 18 Jul 2016 12:53:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/5c51594d-1428-53e9-9308-fe23b76fdb63,https://www.bozemandailychronicle.com/news/city/more-data-needed-on-downtown-parking-consultant-says/article_5c51594d-1428-53e9-9308-fe23b76fdb63.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/7/e0/7e0d59f3-1d85-586b-8c89-e2e87c0223e5/5746364652a45.image.jpg?resize=300%2C200,370354,image/jpeg,
Builders may get extension on affordable housing deadline,Incentives offered up by the city of Bozeman in an effort to promote the construction of modestly priced homes haven’t yet lured builders and developers toward affordable projects — so city commissioners may extend a deadline that otherwise seems likely…,"Sun, 17 Jul 2016 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/ab5251f0-4108-5d30-9992-03fe8e38fa8b,https://www.bozemandailychronicle.com/news/city/builders-may-get-extension-on-affordable-housing-deadline/article_ab5251f0-4108-5d30-9992-03fe8e38fa8b.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/2/e5/2e59c6cc-3eb9-57ad-9dc1-f638c00e1008/57896a841c083.image.jpg?resize=300%2C200,275739,image/jpeg,
Plan for Bozeman sports complex moves forward,"A master plan for a major new city sports complex in west Bozeman calls for the eventual construction of 14 multi-purpose sports fields, as well a 2-acre off-leash dog park and parking for 700 vehicles.","Fri, 15 Jul 2016 18:30:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/39193576-730e-5f90-886c-207e0575203e,https://www.bozemandailychronicle.com/news/city/plan-for-bozeman-sports-complex-moves-forward/article_39193576-730e-5f90-886c-207e0575203e.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/1/d5/1d5a57b9-456c-5bb1-a463-d9354b6a8f35/5788182d556d8.image.jpg?resize=300%2C177,151834,image/jpeg,
Plans filed for YMCA center at Baxter and Love Lane,"The Gallatin Valley YMCA has filed a planning application for a new, 20,000-square-foot community center on land owned by Journey Church at the corner of Baxter and Love Lane west of Bozeman.","Fri, 15 Jul 2016 17:15:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/81a4cb90-c9ea-52f9-b6c8-2ed4ecc589ca,https://www.bozemandailychronicle.com/news/city/plans-filed-for-ymca-center-at-baxter-and-love-lane/article_81a4cb90-c9ea-52f9-b6c8-2ed4ecc589ca.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/2/de/2de49ad3-759a-5438-8e61-dbc574fbedfd/5788105e92aa6.image.jpg?resize=300%2C200,263948,image/jpeg,
Construction season: What’s closed where in Bozeman at the moment,"As we approach the height of summer, it’s peak construction season in Bozeman. Here’s a roundup of what’s up with the various street and parking lot closures around town:","Thu, 14 Jul 2016 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/855883dd-0187-5971-ae5d-d482a59d27e6,https://www.bozemandailychronicle.com/news/city/construction-season-what-s-closed-where-in-bozeman-at-the/article_855883dd-0187-5971-ae5d-d482a59d27e6.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/9/f2/9f2511ea-fc61-5815-bbdf-97e8404edd71/5786c6335fa07.image.jpg?resize=300%2C200,371394,image/jpeg,
Jam Fusion breakfast joint planned for old Universal Athletics storefront,A new breakfast eatery is planned for the downtown Bozeman storefront previously occupied by Universal Athletics.,"Thu, 14 Jul 2016 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/47290e0d-23cd-5ad1-9367-afdb12807954,https://www.bozemandailychronicle.com/news/economy/jam-fusion-breakfast-joint-planned-for-old-universal-athletics-storefront/article_47290e0d-23cd-5ad1-9367-afdb12807954.html,By Eric Dietrich Chronicle Staff Writer,,,,
"Food truck, storefront owners weigh in on regulations",A slew of business owners — both mobile vendors and proprietors of brick-and-mortar storefronts — weighed in on potential regulations for Bozeman’s burgeoning food and retail truck scene Monday evening.,"Tue, 12 Jul 2016 17:30:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/d38f0e28-5ab7-5fb6-9b49-1593f44a1e9c,https://www.bozemandailychronicle.com/news/city/food-truck-storefront-owners-weigh-in-on-regulations/article_d38f0e28-5ab7-5fb6-9b49-1593f44a1e9c.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/f/72/f7255edb-ba9a-555e-9b6c-bc9e86eb91be/57857412ade47.image.jpg?resize=300%2C203,444144,image/jpeg,
City commission holds initial discussion on vacation rental regulation,"Regulating vacation rentals, if that’s what Bozeman wants to do, isn’t necessarily going to be straightforward, city commissioners heard Monday evening.","Tue, 12 Jul 2016 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/bfd0ab8b-ccdd-5a67-b695-2f0ba165bbbb,https://www.bozemandailychronicle.com/news/city/city-commission-holds-initial-discussion-on-vacation-rental-regulation/article_bfd0ab8b-ccdd-5a67-b695-2f0ba165bbbb.html,By Eric Dietrich Chronicle Staff Writer,,,,
"Commission to discuss food trucks, vacation rentals Monday",Bozeman’s City Commission will take up planned discussions about potential regulations for both food trucks and vacation rentals as part of its Monday meeting.,"Sun, 10 Jul 2016 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/195bb73a-9255-5c58-8270-2798620ac399,https://www.bozemandailychronicle.com/news/city/commission-to-discuss-food-trucks-vacation-rentals-monday/article_195bb73a-9255-5c58-8270-2798620ac399.html,By Eric Dietrich Chronicle Staff Writer,,,,
"Neighbors may protest density, but Bozeman’s future is infill, sprawl or pricier housing","It’s become a regular sight at Bozeman’s commission meetings. A development proposal on the agenda — an apartment building, say, or a zoning change. And a crowd of neighbors lining up for the public comment period, near-unanimous in opposition to…","Sun, 10 Jul 2016 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/bf772fc0-c3cb-50a3-b958-7202f5863297,https://www.bozemandailychronicle.com/news/city/neighbors-may-protest-density-but-bozeman-s-future-is-infill/article_bf772fc0-c3cb-50a3-b958-7202f5863297.html,"By By Eric Dietrich, Chronicle Staff Writer",https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/0/0b/00bb5f5a-9f64-5bc5-b27a-4624b7b2f734/578039c86b651.image.jpg?resize=300%2C200,493165,image/jpeg,
Bozeman company to demo interactive map kiosks at art walk,"Bozeman-based company KERBspace will run a public test of interactive map kiosks in downtown this summer, showcasing the units at tonight’s art walk.","Fri, 08 Jul 2016 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/746579f5-04ab-5f2f-9bfd-2ae104c3bf8b,https://www.bozemandailychronicle.com/news/city/bozeman-company-to-demo-interactive-map-kiosks-at-art-walk/article_746579f5-04ab-5f2f-9bfd-2ae104c3bf8b.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/7/1e/71eb483b-d045-5dc9-8a37-327ce065ae37/577edc1f6b9a4.image.jpg?resize=300%2C185,308385,image/jpeg,
