title,description,pubDate,guid/_isPermaLink,guid/__text,link,creator,enclosure/_url,enclosure/_length,enclosure/_type,point
Judge finds SWMBIA in contempt over impact fee settlement money,"A judge has found the Southwest Montana Building Industry Association in contempt of court over its handling of money left over from a 2005 settlement with the city of Bozeman over the city’s impact fee program, concluding the industry group…","Wed, 28 Jun 2017 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/773ae378-46eb-54f3-9aa9-41eafb55264d,https://www.bozemandailychronicle.com/news/city/judge-finds-swmbia-in-contempt-over-impact-fee-settlement-money/article_773ae378-46eb-54f3-9aa9-41eafb55264d.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/8/b8/8b89e954-9d83-58aa-b1e8-5f3d95b13298/5952e1daeb015.image.jpg?resize=300%2C200,357410,image/jpeg,
Bozeman passes $106 million annual city budget,"Bozeman commissioners voted Monday to approve a $106 million annual budget for the city, increasing property assessments for road maintenance and construction.","Mon, 26 Jun 2017 21:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/01ca75d6-0900-532f-af4b-c69e44dd01fe,https://www.bozemandailychronicle.com/news/city/bozeman-passes-million-annual-city-budget/article_01ca75d6-0900-532f-af4b-c69e44dd01fe.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/e/e2/ee2362a5-ed72-525c-908f-78367a10a813/591652d7ed611.image.jpg?resize=300%2C212,542360,image/jpeg,
Bozeman commission plans to ban new full-time vacation rentals in all residential zones,"City commissioners forged ahead Thursday evening with an effort to regulate Airbnb-style short-term rentals in Bozeman, endorsing language that would forbid new vacation rentals in homes in residential zones where owners don’t live at least half-time.","Fri, 23 Jun 2017 00:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/4bd31f05-a767-53e7-91fe-d554ae2d4946,https://www.bozemandailychronicle.com/news/city/bozeman-commission-plans-to-ban-new-full-time-vacation-rentals/article_4bd31f05-a767-53e7-91fe-d554ae2d4946.html,By Eric Dietrich Chronicle Staff Writer,,,,
Meandered again: Bozeman opens up Bogert Park creek restoration,"For decades the stretch of Bozeman Creek passing through Bogert Park south of downtown Bozeman has been hemmed in, rushing through a narrow channel as it flows north toward the East Gallatin River.","Thu, 22 Jun 2017 17:30:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/f26d9762-8acd-592f-9452-89a0c991630c,https://www.bozemandailychronicle.com/news/city/meandered-again-bozeman-opens-up-bogert-park-creek-restoration/article_f26d9762-8acd-592f-9452-89a0c991630c.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/4/63/463b88d8-0029-577b-be9f-8f98e8ab486e/594c52d645e46.image.jpg?resize=300%2C197,382321,image/jpeg,
Condo development north of downtown Bozeman draws neighborhood concerns,It’s no Black-Olive — in terms of either scale or neighbor outcry — but a five-plex condo development proposed for a North Grand Avenue home lot is drawing some concerns from neighbors.,"Thu, 22 Jun 2017 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/18fb47fa-d69e-5a47-a5e6-a6611c2ca954,https://www.bozemandailychronicle.com/news/city/condo-development-north-of-downtown-bozeman-draws-neighborhood-concerns/article_18fb47fa-d69e-5a47-a5e6-a6611c2ca954.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/a/1d/a1d6ef43-a56e-5644-b772-7ff8e57ef5b4/594af9ca51259.image.png?resize=300%2C171,1310982,image/png,
Bozeman commissioners talking vacation rentals Thursday,"Bozeman commissioners will continue a discussion about potential rules for Airbnb-style short-term rentals in a special meeting Thursday evening, potentially voting on banning the operations in some neighborhoods.","Wed, 21 Jun 2017 17:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/78dec83a-3526-5893-9110-88a5b3e9aa7b,https://www.bozemandailychronicle.com/news/city/bozeman-commissioners-talking-vacation-rentals-thursday/article_78dec83a-3526-5893-9110-88a5b3e9aa7b.html,By Eric Dietrich Chronicle Staff Writer,,,,
"Seven file for Bozeman commission, LaMeres to challenge Mehl for mayoral seat","Until a quarter to five Monday, it looked like Commissioner Chris Mehl might just end up running unopposed in his bid to win election as Bozeman’s mayor this fall.","Mon, 19 Jun 2017 22:30:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/c50da20e-5386-5748-af39-bbed364d1809,https://www.bozemandailychronicle.com/news/city/seven-file-for-bozeman-commission-lameres-to-challenge-mehl-for/article_c50da20e-5386-5748-af39-bbed364d1809.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/e/e2/ee2362a5-ed72-525c-908f-78367a10a813/591652d7ed611.image.jpg?resize=300%2C212,542360,image/jpeg,
Split Bozeman commission agrees to hear Black-Olive again,"On a narrow 3-2 vote Monday, Bozeman commissioners decided to again take up developer Andy Holloran’s contentious Black-Olive proposal, meaning a revised version of the proposal will face the body in a public hearing later this summer.","Mon, 19 Jun 2017 21:15:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/69ef5df2-d360-5107-9709-0e5fca7e9d02,https://www.bozemandailychronicle.com/news/city/split-bozeman-commission-agrees-to-hear-black-olive-again/article_69ef5df2-d360-5107-9709-0e5fca7e9d02.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/8/12/812db747-4dda-52d9-93c0-ad4ac70e2535/592f4f8a843ca.image.jpg?resize=300%2C185,557514,image/jpeg,
Mayor says commission won’t pursue moratorium of tall buildings in downtown Bozeman,Bozeman Mayor Carson Taylor said this week that he doesn’t intend to act on a request by neighborhood preservation activists that the city place a moratorium on major downtown developments.,"Sun, 18 Jun 2017 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/7e97907b-c544-543d-9dc0-36c1ca45d479,https://www.bozemandailychronicle.com/news/city/mayor-says-commission-won-t-pursue-moratorium-of-tall-buildings/article_7e97907b-c544-543d-9dc0-36c1ca45d479.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/9/b6/9b68ebd5-f551-51e8-af41-4600864e1b67/594473c0066ba.image.jpg?resize=300%2C200,294556,image/jpeg,
WaterWorks art project looks to get folks thinking about hydrology,"Standing on a downtown sidewalk in front of the Nova Cafe on Saturday morning, a small group of people hunched over a smartphone, watching Bozeman Creek flow beneath their feet.","Sat, 17 Jun 2017 16:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/d0017ff4-32f6-5aa0-bcdb-ddd5e1818f3e,https://www.bozemandailychronicle.com/news/waterworks-art-project-looks-to-get-folks-thinking-about-hydrology/article_d0017ff4-32f6-5aa0-bcdb-ddd5e1818f3e.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/4/67/467be916-e7a5-54ff-8117-b7c7b0db3429/5945a6fe2b5ea.image.jpg?resize=300%2C211,337599,image/jpeg,
"With federal funding in limbo, HRDC looks to Bozeman government",Just who should pay the bill for the Bozeman region’s social safety net?,"Thu, 15 Jun 2017 17:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/54a1e51a-83ee-52ae-84b7-8da3732bdee5,https://www.bozemandailychronicle.com/news/city/with-federal-funding-in-limbo-hrdc-looks-to-bozeman-government/article_54a1e51a-83ee-52ae-84b7-8da3732bdee5.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/7/9b/79b30b7a-edb3-5091-a65e-f806117f2a69/5942fa40c8a3d.image.jpg?resize=300%2C200,490111,image/jpeg,
SWMBIA again suing Bozeman over city impact fees,"The Southwest Montana Building Industry Association, which fought a lengthy legal battle with the city of Bozeman in the early 2000s over impact fees levied on new development, is again taking its frustrations with the city to court.","Thu, 15 Jun 2017 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/d8bca7ae-d777-54d5-8ef9-13e97e462dc5,https://www.bozemandailychronicle.com/news/city/swmbia-again-suing-bozeman-over-city-impact-fees/article_d8bca7ae-d777-54d5-8ef9-13e97e462dc5.html,By Eric Dietrich Chronicle Staff Writer,,,,
"As Bozeman ponders its budget, here’s how much the city wants to spend on civilization","Taxes, as the saying goes, are the price we pay for civilization — but whether Bozeman taxpayers are getting a good deal out of city government specifically, well, that’s a fair question as city hall heads into budget season.","Sun, 11 Jun 2017 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/d4cda8e9-1ac8-5310-88fa-497fb2c20e9d,https://www.bozemandailychronicle.com/news/city/as-bozeman-ponders-its-budget-here-s-how-much-the/article_d4cda8e9-1ac8-5310-88fa-497fb2c20e9d.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/f/30/f307eed3-99f0-59a6-bd6e-53e3e20b020e/593b2792e4ed5.image.jpg?resize=300%2C200,314585,image/jpeg,
Making sense of modern Bozeman – Montana's 'fancy place',"An essay on what sets Bozeman apart, for good or ill, by Eric Dietrich.","Sun, 11 Jun 2017 00:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/0f67566a-d6bb-534d-8215-924340eceed1,https://www.bozemandailychronicle.com/news/city/making-sense-of-modern-bozeman-montana-s-fancy-place/article_0f67566a-d6bb-534d-8215-924340eceed1.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/a/9e/a9e0e69c-e74f-5039-b253-cd3c9cda9552/593b1342cada0.image.jpg?resize=300%2C200,346080,image/jpeg,
New library bookmobile arrives in Bozeman,"School may be out for the summer in Bozeman, but a gaggle of librarians at the city garage complex were as excited as kindergartners on the first day of classes Friday as they welcomed the public library’s new bookmobile to…","Sat, 10 Jun 2017 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/445fb0c3-ff8d-5ab0-b209-5257c5b46fde,https://www.bozemandailychronicle.com/news/city/new-library-bookmobile-arrives-in-bozeman/article_445fb0c3-ff8d-5ab0-b209-5257c5b46fde.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/c/84/c84ec9b1-2441-5c76-9108-a9cb4bfd8f9f/593b306295169.image.jpg?resize=300%2C200,364136,image/jpeg,
"Power outage affects thousands in Belgrade, Manhattan, Churchill","NorthWestern Energy crews responded Thursday afternoon to a significant electrical outage caused by a downed transmission line. The outage affected Belgrade, Manhattan and Churchill.","Thu, 08 Jun 2017 13:44:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/a79e97e6-d730-5832-bc98-78a721de39a6,https://www.bozemandailychronicle.com/news/power-outage-affects-thousands-in-belgrade-manhattan-churchill/article_a79e97e6-d730-5832-bc98-78a721de39a6.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/d/a1/da17ef3e-608e-548a-87b5-be1146c0c1c2/5939a88cd633a.image.jpg?resize=300%2C225,359642,image/jpeg,
How Gianforte-Quist support broke down by precinct in Gallatin County,Feel like the campaign signs in your neck of the woods were a bit one-sided as Republican Greg Gianforte and Democrat Rob Quist squared for the privilege of representing Montana in the U.S. House last month?,"Thu, 08 Jun 2017 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/91a637ca-3a55-5164-8ded-f287e1357bc9,https://www.bozemandailychronicle.com/news/politics/how-gianforte-quist-support-broke-down-by-precinct-in-gallatin/article_91a637ca-3a55-5164-8ded-f287e1357bc9.html,By Eric Dietrich Chronicle Staff Writer,,,,
Backcountry Burger Bar moving into Bozeman Bistro space,"A new restaurant, Backcountry Burger Bar, will open next week in the downtown space formerly occupied by John Bozeman’s Bistro, owner Albert McDonald said Tuesday.","Wed, 07 Jun 2017 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/ecec732c-7113-5c9a-92fc-0d107db572b4,https://www.bozemandailychronicle.com/news/business/backcountry-burger-bar-moving-into-bozeman-bistro-space/article_ecec732c-7113-5c9a-92fc-0d107db572b4.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/8/3b/83b8e32f-cc28-5a47-9f4e-7c31bf06b746/58134eee1c642.image.jpg?resize=300%2C224,433166,image/jpeg,
Proposed Bozeman budget calls for $81 a year typical fee increase,"A city budget proposal heading before Bozeman commissioners Monday calls for tax and fee increases totaling $81.30 a year for a typical homeowner, largely driven by efforts to ramp up spending on street maintenance and construction.","Sun, 04 Jun 2017 00:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/0eb12215-50ac-5e4e-8a3c-eb6b482b9a86,https://www.bozemandailychronicle.com/news/city/proposed-bozeman-budget-calls-for-a-year-typical-fee-increase/article_0eb12215-50ac-5e4e-8a3c-eb6b482b9a86.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/0/42/04257eb9-9d8b-55c1-8150-de982a726adf/5931ec2aae656.image.jpg?resize=300%2C212,611928,image/jpeg,
Road construction to watch as Bozeman's work season heats up,"With summer coming into full bloom, a number of Bozeman-area road projects are ramping up. Here’s what there is to know at the moment for two of the big construction zones — Rouse Avenue and Kagy Boulevard — likely to…","Sat, 03 Jun 2017 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/d0c58bf8-e6b2-5103-bdfd-8d5ba9ce0f79,https://www.bozemandailychronicle.com/news/city/road-construction-to-watch-as-bozeman-s-work-season-heats/article_d0c58bf8-e6b2-5103-bdfd-8d5ba9ce0f79.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/8/49/84943b50-e07c-59b5-8b7f-764947e7e47b/5931f26e61d94.image.jpg?resize=300%2C200,420456,image/jpeg,
"Back in Black (Olive): Contentious mid-rise is back, developer resubmits with a tweaked design","Developer Andy Holloran's five-story apartment project outraged neighbors and sent Bozeman commissioners into an overtime hearing before they issued a denial of the design as then-proposed back in April. But, with a new set of plans filed at the city…","Thu, 01 Jun 2017 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/c65ebd39-b2c9-592c-aa2d-5875d3c06fc7,https://www.bozemandailychronicle.com/news/city/back-in-black-olive-contentious-mid-rise-is-back-developer/article_c65ebd39-b2c9-592c-aa2d-5875d3c06fc7.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/8/12/812db747-4dda-52d9-93c0-ad4ac70e2535/592f4f8a843ca.image.jpg?resize=300%2C185,557514,image/jpeg,
Remembering those lost in America's service,"It was quiet at the city cemetery Monday morning, except for the birds.","Mon, 29 May 2017 12:45:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/e087696c-5ebf-5792-8a66-8a3463338489,https://www.bozemandailychronicle.com/news/remembering-those-lost-in-america-s-service/article_e087696c-5ebf-5792-8a66-8a3463338489.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/2/50/2507a6f7-0210-5e54-afac-a0ec1f7961ed/592c6c9a834ea.image.jpg?resize=300%2C200,288185,image/jpeg,
Time for the stick? City says builders will miss goal for voluntary housing program,"When Brittany Eilers and her husband, Brian, first found their now-home on Renee Way in Bozeman, it just seemed like a good deal.","Sun, 28 May 2017 00:01:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/49409d36-5f3e-594a-b494-2b5d4a8e411c,https://www.bozemandailychronicle.com/news/city/time-for-the-stick-city-says-builders-will-miss-goal/article_49409d36-5f3e-594a-b494-2b5d4a8e411c.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/d/68/d6867b8d-0f6a-50a9-a925-a57594f4e19c/5929e2c536f61.image.jpg?resize=300%2C200,295672,image/jpeg,
"Bozeman population passed 45,000 in 2016, as Manhattan and Belgrade boom too",Bozeman is growing — and faster than last year — say population estimates published by the U.S. Census Bureau.,"Thu, 25 May 2017 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/fd73683a-88e4-5a90-af78-aef75ad20ba3,https://www.bozemandailychronicle.com/news/bozeman-population-passed-in-as-manhattan-and-belgrade-boom-too/article_fd73683a-88e4-5a90-af78-aef75ad20ba3.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/a/4b/a4b7c69d-b5d9-5484-8e4f-3a7b7f1c9767/59260d3c4b494.image.jpg?resize=300%2C200,290979,image/jpeg,
"Bozeman Sports Park breaks ground, ramps up $2M fundraising effort",Backers of an 80-acre Bozeman sports park for soccer tournaments and youth fields announced a drive Wednesday to raise $2 million for the project’s initial phase.,"Thu, 25 May 2017 04:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/c25cea08-02b9-5246-8d88-42a2d832c856,https://www.bozemandailychronicle.com/news/city/bozeman-sports-park-breaks-ground-ramps-up-m-fundraising-effort/article_c25cea08-02b9-5246-8d88-42a2d832c856.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/1/22/1226db6f-fc91-5fce-96c4-bebf9a066004/592654e1aecfd.image.jpg?resize=300%2C200,333921,image/jpeg,
Bozeman commissioners delay decision on vacation rentals,"After several hours of public comment Monday evening, much of it from residents opposed to regulations proposed for Airbnb-style vacation rentals inside city limits, Bozeman commissioners delayed action on the measure until June 22.","Mon, 22 May 2017 23:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/40a78068-c98a-5db7-92e2-88b56dc14d83,https://www.bozemandailychronicle.com/news/city/bozeman-commissioners-delay-decision-on-vacation-rentals/article_40a78068-c98a-5db7-92e2-88b56dc14d83.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/7/69/7691148a-a808-5d26-bf3d-baaaa33ee343/578ea566dfef3.image.jpg?resize=300%2C200,342256,image/jpeg,
Stricter vacation rental proposal heading before Bozeman commission Monday,"Bozeman commissioners will take another look at regulations for short-term rentals at their weekly meeting Monday, potentially adopting an ordinance requiring registration for all Airbnb-style operations and banning full-home, short-term rentals outright in some neighborhoods.","Sun, 21 May 2017 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/a2191a17-36db-50de-8cb2-599d2eb285ef,https://www.bozemandailychronicle.com/news/city/stricter-vacation-rental-proposal-heading-before-bozeman-commission-monday/article_a2191a17-36db-50de-8cb2-599d2eb285ef.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/2/79/2798a15b-339f-5a18-bc50-6452facac26a/578e645c06f7f.image.jpg?resize=300%2C200,219604,image/jpeg,
"Montana writers, worried about public lands, to publish pro-Quist insert","With the May 25 special election to fill Montana’s open U.S. House seat heading into its final days, a group of environmentally minded writers from across the state has raised nearly $10,000 to distribute a newspaper insert endorsing Democratic candidate…","Sat, 20 May 2017 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/4d9020e0-eff7-5d55-a8ff-84e8766be2ba,https://www.bozemandailychronicle.com/news/politics/montana-writers-worried-about-public-lands-to-publish-pro-quist/article_4d9020e0-eff7-5d55-a8ff-84e8766be2ba.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/0/fa/0fa7cfa6-ac74-566d-97b1-7922cb55acf9/591f6c1171198.image.jpg?resize=300%2C227,65310,image/jpeg,
"With city election filings open, a reminder no current commissioner lives west of 19th",Consider Bozeman’s geography for a minute.,"Thu, 18 May 2017 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/be329a81-7a26-57f8-b3d2-21a1cad2b714,https://www.bozemandailychronicle.com/news/city/with-city-election-filings-open-a-reminder-no-current-commissioner/article_be329a81-7a26-57f8-b3d2-21a1cad2b714.html,By Eric Dietrich Chronicle Staff Writer,,,,
"Residents near MSU, Bozeman High to pay more for parking permits","Live in the residential parking districts surrounding Montana State or Bozeman High School? You’ll be paying more from now on, $25 instead of $10 a year, for permits to park in front of your home after a Monday vote by…","Wed, 17 May 2017 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/16bced99-cd59-5f42-8ccb-6c3ae93ddea8,https://www.bozemandailychronicle.com/news/city/residents-near-msu-bozeman-high-to-pay-more-for-parking/article_16bced99-cd59-5f42-8ccb-6c3ae93ddea8.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/8/df/8dfaa6c8-14d9-5369-9f7d-62d412550a46/591b79ecc8de0.image.png?resize=300%2C293,700388,image/png,
Commission outlines strategies for managing Bozeman amid growth,"Bozeman commissioners, picking up a stalled strategic planning project this week, have adopted a seven-page document outlining a vision to steer the rapidly growing city in the coming years.","Tue, 16 May 2017 16:30:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/58b20668-bf4a-570c-a32e-6e44340949ab,https://www.bozemandailychronicle.com/news/city/commission-outlines-strategies-for-managing-bozeman-amid-growth/article_58b20668-bf4a-570c-a32e-6e44340949ab.html,By Eric Dietrich Chronicle Staff Writer,,,,
'Off the rails': How Bozeman’s push to think big picture amid growth went astray,"It’s wet and gray outside city hall this particular Monday in October, toward the end of 2015, as sweater-clad City Manager Chris Kukulski leans into his microphone.","Sun, 14 May 2017 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/eeb371d9-7515-5f57-a7fb-5dc09968f36a,https://www.bozemandailychronicle.com/news/city/off-the-rails-how-bozeman-s-push-to-think-big/article_eeb371d9-7515-5f57-a7fb-5dc09968f36a.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/e/e2/ee2362a5-ed72-525c-908f-78367a10a813/591652d7ed611.image.jpg?resize=300%2C212,542360,image/jpeg,
Health department responds to Korner Klub lawsuit over septic system,A Gallatin County attorney has filed a response to a suit brought against county Health Officer Matt Kelley over the local health department’s refusal to issue a 2017 food serving permit for the Korner Klub in Four Corners.,"Sun, 14 May 2017 00:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/3e7dab86-0cb8-5fa6-80fa-4efd5e3ad278,https://www.bozemandailychronicle.com/news/business/health-department-responds-to-korner-klub-lawsuit-over-septic-system/article_3e7dab86-0cb8-5fa6-80fa-4efd5e3ad278.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/b/72/b72aeec9-f1e2-5a9b-ae91-d1c9ffdfcc3f/590277065c72f.image.jpg?resize=300%2C225,58345,image/jpeg,
Development firm pondering 348-apartment project in west Bozeman,"A local investment firm is looking at a 348-apartment housing development off Babcock Street on Bozeman’s west side, according to conceptual planning documents filed with the city planning office.","Fri, 12 May 2017 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/b1e4de19-36d7-599c-9e43-a7f1fbfde215,https://www.bozemandailychronicle.com/news/city/development-firm-pondering--apartment-project-in-west-bozeman/article_b1e4de19-36d7-599c-9e43-a7f1fbfde215.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/a/5d/a5d0c1ff-7e90-5e66-825f-da7274552758/5915ce30e2829.image.png?resize=300%2C221,60981,image/png,
Save Bozeman accuses city of changing code to benefit developers,"The community group Save Bozeman has accused city commissioners of modifying development regulations to “benefit developers without neighborhood input,” saying commissioners rushed through a 2015 design guideline change to promote high-density development like the contentious downtown Black-Olive mid-rise building.","Tue, 09 May 2017 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/7cea9edb-5313-5604-84e9-fb3607d2ab7e,https://www.bozemandailychronicle.com/news/city/save-bozeman-accuses-city-of-changing-code-to-benefit-developers/article_7cea9edb-5313-5604-84e9-fb3607d2ab7e.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/9/5e/95e7b46e-950b-5240-a31b-a7074d884410/5911039b4b7d4.image.jpg?resize=300%2C200,232475,image/jpeg,
Commission seeks input on development code rewrite,"Bozeman planning staff are seeking feedback on a major rewrite of the city’s development code, aimed at streamlining many of the city’s building regulations to minimize planning headaches for homeowners, businesses and developers.","Mon, 08 May 2017 21:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/54ea51b4-1d29-59aa-a38d-b7fc3b6bb87a,https://www.bozemandailychronicle.com/news/city/commission-seeks-input-on-development-code-rewrite/article_54ea51b4-1d29-59aa-a38d-b7fc3b6bb87a.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/b/63/b63f7d4e-1492-572e-bf54-daa71ace7418/58cc16a458cda.image.jpg?resize=300%2C200,321534,image/jpeg,
"Bozeman area gives bigger again, $665K in third annual charity drive","Continuing what’s becoming a full-blown community tradition, donors from across the Bozeman area rallied Thursday and Friday to raise about $665,000 for regional nonprofits in the third annual Give Big Gallatin Valley drive.","Fri, 05 May 2017 19:30:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/5020686a-0a37-55db-b125-600e7b5af0fe,https://www.bozemandailychronicle.com/news/bozeman-area-gives-bigger-again-k-in-third-annual-charity/article_5020686a-0a37-55db-b125-600e7b5af0fe.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/8/8c/88c23d24-9901-5c62-b5da-7e3c2e1eed8a/590d22f390a4f.image.jpg?resize=300%2C200,215206,image/jpeg,
"HRDC says each chronically homeless resident costs Bozeman $28,000 a year",Think renting an apartment in Bozeman is expensive? Try living on the street.,"Fri, 05 May 2017 05:00:00 -0600",false,http://www.bozemandailychronicle.com/tncms/asset/editorial/7ee0e416-d5b5-5c83-8acc-2b222bc75979,https://www.bozemandailychronicle.com/news/hrdc-says-each-chronically-homeless-resident-costs-bozeman-a-year/article_7ee0e416-d5b5-5c83-8acc-2b222bc75979.html,By Eric Dietrich Chronicle Staff Writer,https://bloximages.chicago2.vip.townnews.com/bozemandailychronicle.com/content/tncms/assets/v3/editorial/a/6c/a6ccab03-79c0-5a27-9e82-f8e1470adbd0/590baa9d96385.image.jpg?resize=300%2C200,342195,image/jpeg,
